Date,Open,High,Low,Close,Adj Close,Volume
2009-09-01,2001.300048828125,2167.699951171875,1958.0400390625,2122.419921875,2122.419921875,49652910000
2009-10-01,2111.77001953125,2190.639892578125,2040.2099609375,2045.1099853515625,2045.1099853515625,50489640000
2009-11-01,2047.4200439453125,2205.320068359375,2024.27001953125,2144.60009765625,2144.60009765625,38877300000
2009-12-01,2162.22998046875,2295.800048828125,2155.9599609375,2269.14990234375,2269.14990234375,39269070000
2010-01-01,2294.409912109375,2326.280029296875,2140.340087890625,2147.35009765625,2147.35009765625,45625830000
2010-02-01,2155.81005859375,2251.679931640625,2100.169921875,2238.260009765625,2238.260009765625,42835360000
2010-03-01,2247.39990234375,2432.25,2247.330078125,2397.9599609375,2397.9599609375,54955550000
2010-04-01,2411.679931640625,2535.280029296875,2383.77001953125,2461.18994140625,2461.18994140625,54528540000
2010-05-01,2472.320068359375,2503.0,2140.530029296875,2257.0400390625,2257.0400390625,57203120000
2010-06-01,2244.7900390625,2341.110107421875,2105.260009765625,2109.239990234375,2109.239990234375,48633730000
2010-07-01,2110.75,2307.60009765625,2061.139892578125,2254.699951171875,2254.699951171875,43910370000
2010-08-01,2283.320068359375,2309.429931640625,2099.2900390625,2114.030029296875,2114.030029296875,41794240000
2010-09-01,2142.75,2400.06005859375,2141.949951171875,2368.6201171875,2368.6201171875,41586870000
2010-10-01,2386.820068359375,2517.5,2332.4599609375,2507.409912109375,2507.409912109375,41539760000
2010-11-01,2520.449951171875,2592.93994140625,2459.7900390625,2498.22998046875,2498.22998046875,40893560000
2010-12-01,2535.18994140625,2675.260009765625,2535.18994140625,2652.8701171875,2652.8701171875,36306890000
2011-01-01,2676.64990234375,2766.169921875,2663.639892578125,2700.080078125,2700.080078125,40221760000
2011-02-01,2717.610107421875,2840.510009765625,2705.5400390625,2782.27001953125,2782.27001953125,39225340000
2011-03-01,2791.080078125,2802.320068359375,2603.5,2781.070068359375,2781.070068359375,45049990000
2011-04-01,2796.669921875,2876.830078125,2706.5,2873.5400390625,2873.5400390625,38024600000
2011-05-01,2881.280029296875,2887.75,2739.85009765625,2835.300048828125,2835.300048828125,42067110000
2011-06-01,2829.389892578125,2834.050048828125,2599.860107421875,2773.52001953125,2773.52001953125,42570710000
2011-07-01,2775.080078125,2878.93994140625,2724.989990234375,2756.3798828125,2756.3798828125,37282980000
2011-08-01,2791.449951171875,2796.239990234375,2331.64990234375,2579.4599609375,2579.4599609375,56977870000
2011-09-01,2583.340087890625,2643.3701171875,2414.31005859375,2415.39990234375,2415.39990234375,42996470000
2011-10-01,2401.18994140625,2753.3701171875,2298.889892578125,2684.409912109375,2684.409912109375,42787830000
2011-11-01,2607.31005859375,2730.389892578125,2441.47998046875,2620.340087890625,2620.340087890625,38397210000
2011-12-01,2615.669921875,2674.530029296875,2518.010009765625,2605.14990234375,2605.14990234375,33177490000
2012-01-01,2657.389892578125,2834.300048828125,2627.22998046875,2813.840087890625,2813.840087890625,35325900000
2012-02-01,2830.10009765625,3000.110107421875,2825.18994140625,2966.889892578125,2966.889892578125,37728460000
2012-03-01,2979.110107421875,3134.169921875,2900.280029296875,3091.570068359375,3091.570068359375,36686310000
2012-04-01,3085.93994140625,3128.25,2946.0400390625,3046.360107421875,3046.360107421875,33793990000
2012-05-01,3044.7900390625,3085.39990234375,2774.449951171875,2827.340087890625,2827.340087890625,40115930000
2012-06-01,2810.1298828125,2942.280029296875,2726.679931640625,2935.050048828125,2935.050048828125,37458650000
2012-07-01,2938.409912109375,2987.93994140625,2837.719970703125,2939.52001953125,2939.52001953125,34686680000
2012-08-01,2956.719970703125,3100.5400390625,2890.85009765625,3066.9599609375,3066.9599609375,35708950000
2012-09-01,3063.25,3196.929931640625,3040.239990234375,3116.22998046875,3116.22998046875,33719730000
2012-10-01,3130.31005859375,3171.4599609375,2961.159912109375,2977.22998046875,2977.22998046875,36367020000
2012-11-01,2987.5400390625,3033.85009765625,2810.800048828125,3010.239990234375,3010.239990234375,36894240000
2012-12-01,3029.2099609375,3061.820068359375,2951.0400390625,3019.510009765625,3019.510009765625,33522490000
2013-01-01,3091.330078125,3164.06005859375,3076.60009765625,3142.1298828125,3142.1298828125,39027620000
2013-02-01,3162.93994140625,3213.60009765625,3105.360107421875,3160.18994140625,3160.18994140625,35765430000
2013-03-01,3143.5400390625,3270.300048828125,3129.39990234375,3267.52001953125,3267.52001953125,33749180000
2013-04-01,3268.6298828125,3328.7900390625,3154.9599609375,3328.7900390625,3328.7900390625,36904330000
2013-05-01,3325.35009765625,3532.0400390625,3296.5,3455.909912109375,3455.909912109375,39144080000
2013-06-01,3460.760009765625,3488.31005859375,3294.949951171875,3403.25,3403.25,37528250000
2013-07-01,3430.47998046875,3649.35009765625,3415.22998046875,3626.3701171875,3626.3701171875,35889520000
2013-08-01,3654.179931640625,3694.18994140625,3573.570068359375,3589.8701171875,3589.8701171875,32934650000
2013-09-01,3622.639892578125,3798.760009765625,3593.6201171875,3771.47998046875,3771.47998046875,34997740000
2013-10-01,3774.179931640625,3966.7099609375,3650.030029296875,3919.7099609375,3919.7099609375,43017190000
2013-11-01,3932.449951171875,4069.699951171875,3855.070068359375,4059.889892578125,4059.889892578125,35818470000
2013-12-01,4065.659912109375,4177.72998046875,3979.590087890625,4176.58984375,4176.58984375,37139280000
2014-01-01,4160.02978515625,4246.5498046875,4044.760009765625,4103.8798828125,4103.8798828125,45227610000
2014-02-01,4105.06005859375,4342.58984375,3968.18994140625,4308.1201171875,4308.1201171875,39978180000
2014-03-01,4261.419921875,4371.7099609375,4131.81005859375,4198.990234375,4198.990234375,46796180000
2014-04-01,4219.8701171875,4286.08984375,3946.030029296875,4114.56005859375,4114.56005859375,44391220000
2014-05-01,4121.25,4252.080078125,4021.050048828125,4242.6201171875,4242.6201171875,39290130000
2014-06-01,4247.9599609375,4417.4599609375,4207.60986328125,4408.18017578125,4408.18017578125,40249370000
2014-07-01,4424.7099609375,4485.93017578125,4351.0400390625,4369.77001953125,4369.77001953125,39536410000
2014-08-01,4363.39013671875,4580.27001953125,4321.89013671875,4580.27001953125,4580.27001953125,33417300000
2014-09-01,4592.419921875,4610.56982421875,4464.43994140625,4493.39013671875,4493.39013671875,39631130000
2014-10-01,4486.64990234375,4641.509765625,4116.60009765625,4630.740234375,4630.740234375,50136190000
2014-11-01,4633.7099609375,4810.85986328125,4594.919921875,4791.6298828125,4791.6298828125,32967990000
2014-12-01,4777.72998046875,4814.9501953125,4547.31005859375,4736.0498046875,4736.0498046875,39587090000
2015-01-01,4760.240234375,4777.009765625,4563.10986328125,4635.240234375,4635.240234375,38719030000
2015-02-01,4650.60009765625,4989.25,4580.4599609375,4963.52978515625,4963.52978515625,35773090000
2015-03-01,4973.43017578125,5042.14013671875,4825.93017578125,4900.8798828125,4900.8798828125,41204240000
2015-04-01,4894.35986328125,5119.830078125,4844.39013671875,4941.419921875,4941.419921875,37409760000
2015-05-01,4966.31982421875,5111.5400390625,4888.169921875,5070.02978515625,5070.02978515625,35994540000
2015-06-01,5094.93994140625,5164.35986328125,4956.22998046875,4986.8701171875,4986.8701171875,41338820000
2015-07-01,5029.0498046875,5231.93994140625,4901.509765625,5128.27978515625,5128.27978515625,40633420000
2015-08-01,5134.33984375,5175.259765625,4292.14013671875,4776.509765625,4776.509765625,43408300000
2015-09-01,4673.60986328125,4960.8701171875,4487.06005859375,4620.16015625,4620.16015625,41503920000
2015-10-01,4624.4599609375,5095.68994140625,4552.33984375,5053.75,5053.75,42348240000
2015-11-01,5065.64013671875,5163.47021484375,4908.66015625,5108.669921875,5108.669921875,36834860000
2015-12-01,5129.64013671875,5176.77001953125,4871.58984375,5007.41015625,5007.41015625,40617940000
2016-01-01,4897.64990234375,4926.72998046875,4313.39013671875,4613.9501953125,4613.9501953125,44877130000
2016-02-01,4587.58984375,4636.93017578125,4209.759765625,4557.9501953125,4557.9501953125,43108650000
2016-03-01,4596.009765625,4899.14013671875,4581.75,4869.85009765625,4869.85009765625,40738880000
2016-04-01,4842.5498046875,4969.31982421875,4740.83984375,4775.35986328125,4775.35986328125,38014300000
2016-05-01,4786.5498046875,4951.4501953125,4678.3798828125,4948.0498046875,4948.0498046875,38803240000
2016-06-01,4928.97021484375,4980.14013671875,4574.25,4842.669921875,4842.669921875,44213900000
2016-07-01,4837.18017578125,5175.81005859375,4786.009765625,5162.1298828125,5162.1298828125,36050040000
2016-08-01,5167.419921875,5275.740234375,5109.7998046875,5213.22021484375,5213.22021484375,38754780000
2016-09-01,5218.27978515625,5342.8798828125,5097.7998046875,5312.0,5312.0,40054600000
2016-10-01,5300.2900390625,5340.52001953125,5169.759765625,5189.14013671875,5189.14013671875,34644850000
2016-11-01,5199.77001953125,5403.85986328125,5034.41015625,5323.68017578125,5323.68017578125,41870720000
2016-12-01,5323.8798828125,5512.3701171875,5238.2099609375,5383.1201171875,5383.1201171875,38559260000
2017-01-01,5425.6201171875,5669.60986328125,5397.990234375,5614.7900390625,5614.7900390625,36027970000
2017-02-01,5654.509765625,5867.89013671875,5616.39990234375,5825.43994140625,5825.43994140625,36709560000
2017-03-01,5874.85986328125,5928.06005859375,5769.39013671875,5911.740234375,5911.740234375,43937720000
2017-04-01,5917.31982421875,6074.0400390625,5805.14990234375,6047.60986328125,6047.60986328125,33793200000
2017-05-01,6067.56005859375,6221.990234375,5996.81005859375,6198.52001953125,6198.52001953125,42285390000
2017-06-01,6215.91015625,6341.7001953125,6087.81005859375,6140.419921875,6140.419921875,48689910000
2017-07-01,6173.2900390625,6460.83984375,6081.9599609375,6348.1201171875,6348.1201171875,36063120000
2017-08-01,6372.16015625,6435.27001953125,6177.18994140625,6428.66015625,6428.66015625,41236800000
2017-09-01,6442.169921875,6497.97998046875,6334.58984375,6495.9599609375,6495.9599609375,38177120000
2017-10-01,6506.080078125,6737.75,6484.14013671875,6727.669921875,6727.669921875,41421370000
2017-11-01,6758.64013671875,6914.18994140625,6667.31005859375,6873.97021484375,6873.97021484375,41870380000
2017-12-01,6844.0400390625,7003.89013671875,6734.1298828125,6903.39013671875,6903.39013671875,38573170000
2018-01-01,6937.64990234375,7505.77001953125,6924.080078125,7411.47998046875,7411.47998046875,44405890000
2018-02-01,7377.169921875,7441.08984375,6630.669921875,7273.009765625,7273.009765625,43791970000
2018-03-01,7274.75,7637.27001953125,6901.06982421875,7063.4501953125,7063.4501953125,48355130000
2018-04-01,7016.169921875,7319.580078125,6805.9599609375,7066.27001953125,7066.27001953125,42932190000
2018-05-01,7053.64990234375,7492.419921875,6991.14013671875,7442.1201171875,7442.1201171875,45405220000
2018-06-01,7487.66015625,7806.60009765625,7419.56005859375,7510.2998046875,7510.2998046875,48305960000
2018-07-01,7451.89990234375,7933.31005859375,7443.10009765625,7671.7900390625,7671.7900390625,38678490000
2018-08-01,7701.81982421875,8133.2998046875,7659.52001953125,8109.5400390625,8109.5400390625,45900880000
2018-09-01,8087.9501953125,8104.06982421875,7873.93017578125,8046.35009765625,8046.35009765625,44545790000
2018-10-01,8091.5,8107.3798828125,6922.830078125,7305.89990234375,7305.89990234375,61400960000
2018-11-01,7327.81982421875,7572.93017578125,6830.759765625,7330.5400390625,7330.5400390625,48560650000
2018-12-01,7486.1298828125,7486.509765625,6190.169921875,6635.27978515625,6635.27978515625,48808340000
2019-01-01,6506.91015625,7303.1201171875,6457.1298828125,7281.740234375,7281.740234375,49199040000
2019-02-01,7256.3701171875,7602.68994140625,7225.14013671875,7532.52978515625,7532.52978515625,42304540000
2019-03-01,7587.4501953125,7850.10986328125,7332.919921875,7729.31982421875,7729.31982421875,49145540000
2019-04-01,7800.240234375,8176.080078125,7777.08984375,8095.39013671875,8095.39013671875,43162800000
2019-05-01,8132.93017578125,8164.7099609375,7448.22998046875,7453.14990234375,7453.14990234375,47405100000
2019-06-01,7441.2099609375,8088.8798828125,7292.22021484375,8006.240234375,8006.240234375,44505410000
2019-07-01,8145.85009765625,8339.6396484375,8059.2900390625,8175.419921875,8175.419921875,39238360000
2019-08-01,8190.56005859375,8311.0400390625,7662.89990234375,7962.8798828125,7962.8798828125,46090570000
2019-09-01,7906.43994140625,8243.7998046875,7847.31982421875,7999.33984375,7999.33984375,41462650000
2019-10-01,8026.830078125,8335.5595703125,7700.0,8292.3603515625,8292.3603515625,43976360000
2019-11-01,8335.0498046875,8705.91015625,8326.5595703125,8665.4697265625,8665.4697265625,41581990000
2019-12-01,8672.83984375,9052.0,8435.400390625,8972.599609375,8972.599609375,45940880000
2020-01-01,9039.4599609375,9451.4296875,8943.5,9150.9404296875,9150.9404296875,52456350000
2020-02-01,9190.7197265625,9838.3701171875,8264.16015625,8567.3701171875,8567.3701171875,53633950000
2020-03-01,8667.1396484375,9070.3203125,6631.419921875,7700.10009765625,7700.10009765625,96874040000
2020-04-01,7459.5,8957.26953125,7288.10986328125,8889.5498046875,8889.5498046875,78697140000
2020-05-01,8681.2900390625,9523.6396484375,8537.830078125,9489.8701171875,9489.8701171875,76347800000
2020-06-01,9471.419921875,10221.849609375,9403.0,10058.76953125,10058.76953125,111455270000
2020-07-01,10063.669921875,10839.9296875,10048.0400390625,10745.26953125,10745.26953125,94321170000
2020-08-01,10848.6396484375,11829.83984375,10762.7099609375,11775.4599609375,11775.4599609375,78408230000
2020-09-01,11850.9599609375,12074.0595703125,10519.490234375,11167.509765625,11167.509765625,82059450000
2020-10-01,11291.990234375,11965.5400390625,10822.5703125,10911.58984375,10911.58984375,77827120000
2020-11-01,11010.4501953125,12244.650390625,10830.9501953125,12198.740234375,12198.740234375,90598610000
2020-12-01,12313.3603515625,12973.330078125,12214.740234375,12888.2802734375,12888.2802734375,111707090000
2021-01-01,12958.51953125,13728.98046875,12543.240234375,13070.6904296875,13070.6904296875,138076160000
